Dragonwing;Medium humanoid (human);neutral evil;14;Studded Leather;33;6d8+6;30;11;16;13;11;11;13;Wis +2;Deception +3 Stealth +5;one of the following: acid cold fire lightning or poison fire lightning or poison;;;passive Perception 10;Common Draconic;2;450;;Multiattack. The dragonwing attacks twice with its scimitar.<br><br>Scimitar. Melee Weapon Attack: +5 to hit reach 5 ft. one target.<br>Hit: 6 (1d6 + 3) slashing damage plus 3 (1d6) damage of the type to which the cultist has damage resistance.;;Dragon Fanatic. The dragonwing has advantage on saving throws against being charmed or frightened. While the dragonwing can see a dragon or higher ranking Cult of the Dragon cultist friendly to it the dragonwing ignores the effect of being charmed or frightened.br><br>Fanatic Advantage. Once per turn If the dragonwing makes a weapon attack with advantage on the attack roll and hits the target takes an extra 7 (2d6) damage.<br><br>Limited Flight. The dragonwing can use a bonus action to gain a flying speed of 30 feet until the end of its turn.<br><br>Pack Tactics. The dragonwing has advantage on an attack roll against a creature if at least one of the dragonwing's allies is within 5 feet of the creature and the ally isn't incapacitated.
Ghoul;Medium undead;chaotic evil;12;;22;5d8;30 ft.;13;15;10;7;10;6;;;;poison;charmed exhaustion poisoned;darkvision 60 ft. passive Perception 10;Common;1;200;;Bite. Melee Weapon Attack: +2 to hit reach 5 ft. one creature. Hit: 9 (2d6 + 2) piercing damage.<br>Claws. Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (2d4 + 2) slashing damage. If the target is a creature other than an elf or undead it must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.;;
Gladiator;Medium humanoid (any race);any;16;Studded Leather Shield;112;15d8+45;30;18;15;16;10;12;15;Str +7 Dex +5 Con +6;Athletics +10 Intimidation +5;;;;passive Perception 11;Common;5;1800;;Multiattack. The gladiator makes three melee attacks or two ranged attacks.<br><br>Spear. Melee or Ranged Weapon Attack: +7 to hit reach 5 ft. and range 20/60 ft. one target.<br>Hit: 11 (2d6 + 4) piercing damage or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack.<br><br>Shield Bash. Melee Weapon Attack: +7 to hit reach 5 ft. one creature.<br>Hit: 9 (2d4 + 4) bludgeoning damage. If the target is a Medium or smaller creature it must succeed on a DC 15 Strength saving throw or be knocked prone.<br><br>Parry. The gladiator adds 3 to its AC against one melee attack that would hit it. To do so the gladiator must see the attacker and be wielding a melee weapon.;;Brave. The gladiator has advantage on saving throws against being frightened.<br><br>Brute. A melee weapon deals one extra die of its damage when the gladiator hits with it (included in the attack).
Griffon;Large monstrosity;unaligned;12;;59;7d10+21;30 ft. fly 80 ft.;18;15;16;2;13;8;;Perception +5;;;;darkvision 60 ft. passive Perception 15;;2;450;;Multiattack. The griffon makes two attacks: one with its beak and one with its claws.<br>Beak. Melee Weapon Attack: +6 to hit reach 5 ft. one target.<br>Hit:8 (1d8 + 4) piercing damage.<br>Claws. Melee Weapon Attack: +6 to hit reach 5 ft. one target. <br>Hit:11 (2d6 + 4) slashing damage.<br>;;Keen Sight.The griffon has advantage on Wisdom (Perception) checks that rely on sight.
Half‐Ogre;Large giant;any chaotic;12;Hide Armor;30;4d10+8;30;17;10;14;7;9;10;;;;;;darkvision 60 ft. passive Perception 9;Common Giant;1;200;;Battleaxe. Melee Weapon Attack: +5 to hit reach 5 ft. one target.<br>Hit: 12 (2d8 + 3) slashing damage or 14 (2d10 + 3) slashing damage if used with two hands.<br><br>Javelin. Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 30/120 ft. one target.<br>Hit: 10 (2d6 + 3) piercing damage.;;
Half‐Green Dragon Veteran;Medium humanoid (human);any;17;Plate;58;9d8+18;30;16;13;14;10;11;10;;Athletics +5 Perception +2;poison;;;blindsight 10 ft. darkvision 60 ft. passive Perception 12;Common Draconic;3;700;;Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn it can also make a shortsword attack.<br><br>Longsword. Melee Weapon Attack: +5 to hit reach 5 ft. one target.<br>Hit: 7 (1d8 + 3) slashing damage or 8 (1d10 + 3) slashing damage if used with two hands. <br><br>Shortsword. Melee Weapon Attack: +5 to hit reach 5 ft. one target.<br>Hit: 6 (1d6 + 3) piercing damage.<br><br>Heavy Crossbow. Ranged Weapon Attack: +3 to hit range 100/400 ft. one target.<br>Hit: 5 (1d10) piercing damage.<br><br>Poison Breath (Recharge 5d6). The veteran exhales poisonous gas in a 15 foot cone. Each creature in that area must make a DC 11 Constitution saving throw taking 21 (6d6) poison damage on a failed save or half as much damage on a successful one.;;
Hell Hound;Medium fiend;lawful evil;15;natural armor;45;7d8+14;50;17;12;14;6;13;6;;Perception +5;;fire;;darkvision 60 ft. passive Perception 15;understands Infernal but can’t speak it;3;700;;Bite. Melee Weapon Attack: +5 to hit reach 5 ft. one target.<br>Hit: 7 (1d8 + 3) piercing damage plus 7 (2d6) fire damage.<br><br>Fire Breath (Recharge 5–6). The hound exhales fire in a 15 foot cone. Each creature in that area must make a DC 12 Dexterity saving throw taking 21 (6d6) fire damage on a failed save or half as much damage on a successful one.;;Keen Hearing and Smell. The hound has advantage on Wisdom (Perception) checks that rely on hearing or smell.<br><br>Pack Tactics. The hound has advantage on an attack roll against a creature if at least one of the hound’s allies is within 5 feet of the creature and the ally isn’t incapacitated.
Hobgoblin Captain;Medium humanoid (goblinoid);lawful evil;17;half plate;39;6d8+12;30 ft.;15;14;14;12;10;13;;;;;;darkvision 60 ft. passive Perception 10;Common Goblin;3;700;;Multiattack.The hobgoblin makes two greatsword attacks.<br>Greatsword. Melee Weapon Attack: +4 to hit reach 5 ft. one target.<br>Hit:9 (2d6 + 2) piercing damage.<br>Javelin. Melee or Ranged Weapon Attack: +4 to hit reach 5 ft. or range 30/120 ft. one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Leadership (Recharges after a Short or Long Rest).For 1 minute the hobgoblin can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the hobgoblin. A creature can benefit from only one Leadership die at a time. This effect ends if the hobgoblin is incapacitated.<br>;;Martial Advantage. Once per turn the hobgoblin can deal an extra 10 (3d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't incapacitated.
Hobgoblin Warlord;Medium humanoid (goblinoid);lawful evil;20;plate shield;97;13d8+39;30;16;14;16;14;11;15;Int +5 Wis +3 Cha +5;;;;;darkvision 60 ft. passive Perception 10;Common Goblin;6;2300;;Multiattack. The hobgoblin makes three melee attacks. Alternatively it can make two ranged attacks with its javelins.<br><br>Longsword. Melee Weapon Attack: +9 to hit reach 5 ft. one target.<br>Hit: 7 (1d8 + 3) slashing damage or 8 (1d10 + 3) slashing damage if used with two hands. <br><br>Shield Bash. Melee Weapon Attack: +9 to hit reach 5 ft. one creature.<br>Hit: 5 (1d4 + 3) bludgeoning damage. If the target is Large or smaller it must succeed on a DC 14 Strength saving throw or be knocked prone.<br><br>Javelin. Melee or Ranged Weapon Attack: +9 to hit reach 5 ft. or range 30/120 ft. one target.<br>Hit: 6 (1d6 + 3) piercing damage.<br><br>Leadership (Recharges after a Short or Long Rest). For 1 minute the hobgoblin can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or saving throw. The creature can add a d4 to its roll provided it can hear and understand the hobgoblin. A creature can benefit from only one Leadership die at a time. This effect ends if the hobgoblin is incapacitated. <br><br>Parry. The hobgoblin adds 3 to its AC against one melee attack that would hit it. To do so the hobgoblin must see the attacker and be wielding a melee weapon.;;Martial Advantage. Once per turn the hobgoblin can deal an extra 14 (4d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't incapacitated.
Hobgoblin;Medium humanoid (goblinoid);lawful evil;18;chain mail shield;11;2d8+2;30 ft.;13;12;12;10;10;9;;;;;;darkvision 60 ft. passive Perception 10;Common Goblin;1/2;100;;Longsword. Melee Weapon Attack:+3 to hit reach 5 ft. one target. <br>Hit:5 (1d8 + 1) slashing damage or 6 (1d10 + 1) slashing damage if used with two hands.<br>Longbow. Ranged Weapon Attack: +3 to hit range 150/600 ft. one target. <br>Hit:5 (1d8 + 1) piercing damage.<br>;;Martial Advantage. Once per turn the hobgoblin can deal an extra 7 (2d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't incapacitated.
Invisible Stalker;Medium elemental;neutral;14;;104;16d8+32;50 fly 50;16;19;14;10;15;11;;Perception +8 Stealth +10;bludgeoning piercing and slashing from nonmagical weapons;poison;exhaustion grappled paralyzed petrified poisoned prone restrained unconscious;darkvision 60 ft. passive Perception 18;Auran understands Common but doesn’t speak it;6;2300;;Multiattack. The stalker makes two slam attacks.<br><br>Slam. Melee Weapon Attack: +6 to hit reach 5 ft. one target.<br>Hit: 10 (2d6 + 3) bludgeoning damage.;;Invisibility. The stalker is invisible.<br><br>Faultless Tracker. The stalker is given a quarry by its summoner. The stalker knows the direction and distance to its quarry as long as the two of them are on the same plane of existence. The stalker also knows the location of its summoner.
Knight;Medium humanoid (any race);any alignment;18;plate;52;8d8+16;30 ft.;16;11;14;11;11;15;Con +4 Wis +2;;;;;passive Perception 10;any one language (usually Common);3;700;;Multiattack. The knight makes two melee attacks.<br>Greatsword. Melee Weapon Attack: +5 to hit reach 5 ft. one target.<br>Hit:10 (2d6 + 3) slashing damage.<br>Heavy Crossbow. Ranged Weapon Attack: +2 to hit range 100/400 ft. one target. <br>Hit:5 (1d10) piercing damage.<br>Leadership (Recharges after a Short or Long Rest).For 1 minute the knight can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the knight. A creature can benefit from only one Leadership die at a time. This effect ends if the knight is incapacitated.<br><br>Reactions<br>Parry. The knight adds 2 to its AC against one melee attack that would hit it. To do so the knight must see the attacker and be wielding a melee weapon.;;
Lizardfolk;Medium humanoid (lizardfolk);neutral;15;natural armor shield;22;4d8+4;30 ft. swim 30ft.;15;10;13;7;12;7;;Perception +3 Stealth +4 Survival +5;;;;passive Perception 13;Draconic;1/2;100;;Multiattack.The lizardfolk makes two melee attacks each one with a different weapon.<br>Bite. Melee Weapon Attack: +4 to hit reach 5 ft. one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Heavy Club. Melee Weapon Attack: +4 to hit reach 5 ft. one target. <br>Hit:5 (1d6 + 2) bludgeoning damage.<br>Javelin. Melee or Ranged Weapon Attack: +4 to hit reach 5 ft. or range 30/120 ft. one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Spiked Shield. Melee Weapon Attack: +4 to hit reach 5 ft. one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>;;Hold Breath. The lizardfolk can hold its breath for 15 minutes.
Mage;Medium humanoid (any race);any alignment;12;15 with Mage Armor;40;9d8;30;9;14;11;17;12;11;Int +6 Wis +4;Arcana +6 History +6;;;;passive Perception 11;any four languages;6;2300;;Dagger. Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 20/60 ft. one target.<br>Hit:4 (1d4 + 2) piercing damage.;;Spellcasting.The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14 +6 to hit with spell attacks). The mage has the following wizard spells prepared:<br>Cantrips (at will): fire bolt light mage hand prestidigitation<br>1st level (4 slots): detect magic mage armor magic missile shield<br>2nd level (3 slots): misty step suggestion<br>3rd level (3 slots): counterspell fireball fly<br>4th level (3 slots): greater invisibility ice storm<br>5th level (1 slot): cone of cold
Mammoth;Huge beast;unaligned;13;natural armor;126;11d12+55;40;24;9;21;3;11;6;;;;;;passive Perception 10;;6;2300;;Gore. Melee Weapon Attack: +10 to hit reach 10 ft. one target.<br>Hit: 25 (4d8 + 7) piercing damage.<br><br>Stomp. Melee Weapon Attack: +10 to hit reach 5 ft. one prone creature.<br>Hit: 29 (4d10 + 7) bludgeoning damage.;;Trampling Charge. If the mammoth moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone the mammoth can make one stomp attack against it as a bonus action.
Narle Shieldbiter;Medium humanoid (orog);chaotic evil;18;plate;Special;Special;30 fly 90;18;12;18;12;11;12;;Intimidation +5 Survival +2;;;;darkvision 60ft. passive Perception 10;Common Orc;Special;;;Multiattack. The orog makes three greataxe attacks.<br><br>Manticore Tail Salvo The orog makes up to eight Manticore Tail Spike attacks. The orog cannot target the same creature twice with these attacks.<br><br>Greataxe. Melee Weapon Attack: +6 to hit reach 5 ft. one target.<br>Hit: 10 (1d12 + 4) slashing damage. If the target has already taken damage from this attack on this turn it takes an additional 10 (3d6) slashing damage.<br><br>Manticore Tail Spike. Ranged Weapon Attack: +6 to hit range 100/120 ft. one target.<br>Hit: 7 (1d8 + 3) piercing damage.;The orog can take 3 legendary actions choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The orog regains spent legendary actions at the start of its turn.<br>Melee attack. The orog makes one greataxe attack.<br>Manticore Tail Spike. The orog makes one manticore tail spike attack.;Legendary Resistance (3/Day). If the orog fails a saving throw it can choose to succeed instead.
Night Hag;Medium fiend;neutral evil;17;natural armor;112;15d8+45;30;18;15;16;16;14;16;Deception +7 Insight +6 Perception +6 Stealth +6;;fire bludgeoning piercing and slashing from nonmagical weapons that aren't silvered;;charmed;darkvision 120 ft. passive Perception 16;Abyssal Common Infernal Primordial;5;1800;;Claws (Hag Form Only). Melee Weapon Attack: +6 to hit reach 5 ft.one target.<br>Hit: 13 (2d8 + 4) slashing damage. <br><br>Change Shape. The hag magically polymorphs into a Small or Medium female humanoid or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies. Etherealness. The hag magically enters the Ethereal Plane from the Material Plane or vice versa. To do so the hag must have a heartstone in her possession. <br><br>Nightmare Haunting (1/Day). While on the Ethereal Plane the hag magically touches a sleeping humanoid on the Material Plane. A protection from evil and good spell cast on the target prevents this contact as does a magic circle. As long as the contact persists the target has dreadful visions. If these visions last for at least 1 hour the target gains no benefit from its rest and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target's hit point maximum to 0 the target dies and if the target was evil its soul is trapped in the hag's soul bag. The reduction to the target's hit point maximum lasts until removed by the greater restoration spell or similar magic.;;Magic Resistance. The hag has advantage on saving throws against spells and other magical effects.<br><br>Innate Spellcasting. The hag's innate spellcasting ability is Charisma (spell save DC 13 +5 to hit with spell attacks). She can innately cast the following spells requiring no material components:<br>At will: detect magic magic missile<br>2/day each: plane shift (self only) ray of enfeeblement sleep
Orc;Medium humanoid (orc);chaotic evil;13;hide armor;15;2d8+6;30 ft.;16;12;16;7;11;10;;Intimidation +2;;;;darkvision 60 ft. passive Perception 10;Common Orc;1/2;100;;Greataxe. Melee Weapon Attack: +5 to hit reach 5 ft. one target. <br>Hit:9 (1d12 + 3) slashing damage.<br>Javelin. Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 30/120 ft. one target. <br>Hit:6 (1d6 + 3) piercing damage.;;Aggressive.As a bonus action the orc can move up to its speed <br>toward a hostile creature that it can see.
Orc Eye of Gruumsh;Medium humanoid (orc);chaotic evil;16;ring mail shield;45;6d8+18;30;16;12;16;9;13;12;Intimidation +3 Religion +1;;;;;darkvision 60 ft. passive Perception 11;Common Orc;2;450;;Spear. Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 20/60 ft. one target.<br>Hit: 11 (1d6 + 3 plus 1d8) piercing damage or 12 (2d8 + 3) piercing damage if used with two hands to make a melee attack.;;Aggressive. As a bonus action the orc can move up to its speed toward a hostile creature that it can see.<br><br>Gruumsh's Fury. The orc deals an extra 4 (1d8) damage when it hits with a weapon attack (included in the attack).<br><br>Spellcasting. The orc is a 3rd‐level spellcaster. Its spellcasting ability is Wisdom (spell save DC 11 +3 to hit with spell attacks). The orc has the following cleric spells prepared:<br>Cantrips (at will): guidance resistance thaumaturgy<br>1st level (4 slots): bless command<br>2nd level (2 slots): augury spiritual weapon (spear)
Orc War Chief;Medium humanoid (orc);chaotic evil;16;chain mail;93;11d8+44;30;18;12;18;11;11;16;Str +6 Con +6 Wis +2;Intimidation +5;;;;darkvision 60 ft. passive Perception 10;Common Orc;4;1100;;Multiattack. The orc makes two attacks with its greataxe or with its spear.<br><br>Greataxe. Melee Weapon Attack: +6 to hit reach 5 ft. one creature.<br>Hit: 14 (1d12 + 4 plus 1d8) slashing damage.<br><br>Spear. Melee or Ranged Weapon Attack: +6 to hit reach 5 ft. or range 20/60 ft. one target.<br>Hit: 12 (1d6 + 4 plus 1d8) piercing damage or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack.;;Aggressive. As a bonus action the orc can move up to its speed toward a hostile creature that it can see.<br><br>Gruumsh's Fury. The orc deals an extra 4 (1d8) damage when it hits with a weapon attack (included in the attack)
Orog;Medium humanoid;chaotic evil;18;plate;42;5d8+20;30;18;12;18;12;11;12;;Intimidation +5 Survival +2;;;;darkvision 60 ft. passive Perception 10;Common Orc;2;450;;Multiattack. The orog makes two greataxe attacks.<br><br>Greataxe. Melee Weapon Attack: +6 to hit reach 5 ft. one target.<br>Hit: 10 (1d12 + 4) slashing damage.<br><br>Javelin. Melee or Ranged Weapon Attack: +6 to hit reach 5 ft. or range 30/120 ft.<br>one target. Hit: 7 (1d6 +4) piercing damage.;;Aggressive. As a bonus action the orog can move up to its speed toward a hostile creature that it can see.
