Executioner; Medium Construct; Evil; 18; ; 60; ; oft, Fly 60ft; 19; 15; 12; 8; 14; 4; ; Stealth +4; ; Poison, Necrotic, Psychic; Prone, Charm, Frightened, Sleep, Polymorph; ; Abyssal; 4; 1,100; ; Multiattack. Executioner makes 2 slash attacks.<br><br>Slash. Melee Weapon Attack: +5 to hit, reach 5ft., one target. Hit: 11 (2d8 +2) Slashing damage.<br><br>; ; False Appearance. While motionless, Executioner is indistinguishable from an ordinary sword.<br><br>
Mysteltainn; Medium Construct; Evil; 18; ; 60; ; 30ft; 19; 15; 12; 8; 14; 4; ; Stealth +4; ; Poison, Necrotic, Psychic; Prone, Charm, Frightened, Sleep, Polymorph; ; Abyssal; 4; 1,100; ; Multiattack. Mysteltainn makes 2 slash attacks.<br><br>Slash. Melee Weapon Attack: +5 to hit, reach 5ft., one target. Hit: 14 (2d10 +3) Slashing damage.<br><br>Armor Break. Melee Weapon Attack: +5 to hit, reach 5ft., one target. Hit: 12 (1d12 +6) Slashing damage and the targets armor gains a permanent -1 to AC.<br><br>; ; False Appearance. While motionless, Mysteltainn is indistinguishable from an ordinary sword.<br><br>
Ktullanux; Huge Elemental; Evil; 17; ; 489; ; 45 ft, Burrow 15 ft, Climb 15 ft; 24; 22; 20; 17; 19; 12; Wisdom +3, Intelligence +3; Perception +6, Stealth +4, Bluff +5, Diplomacy +6; Cold; Poison, Necrotic; Poisoned; Tremorsense 120ft; Common, Abyssal, Primordial; 20; 25,500; ; Multiattack. Ktullanux makes 2 Bite and 1 Tail swipe attack.<br><br>Bite. Melee Weapon Attack: +11 to hit, Reach 10ft., one target. Hit: 19 (2d12 +6) Piercing Damage and 8 (1d8 +3) Cold Damage.<br><br>Tail Swipe. Melee Weapon Attack: +10 to hit, Reach 10ft., one Target. Hit: 17 (2d10 +6) Bludgeoning damage and 8 (1d8 +3) Cold Damage, and the target must succeed a DC 18 Constitution saving throw or suffer 1 level of Frost Bite.<br><br>Storm Gust(Recharge 5/6). Ktullanux Summons a powerful blizzard until the end of its next turn. At the end of each enemies turn, they must succeed a DC 20 Constitution Saving throw or become prone and suffer 1 level of Frost bite.<br><br>Glaciate (Recharge 6). Ktullanux Flash Freezes the air  around it. All creatures within 60ft of Ktullanux become frozen until the end of their next turn, and suffer 1 level of Frost Bite.<br>; Ktullanux can take 3 Legendary Actions, choosing from the options below. Only one legendary action can be used at a time and only at the end of another creature's turn. Ktullanux regains spent Legendary Actions at the start of its turn.<br><br>Detect. Ktullanux can make a Wisdom (Perception) Check.<br><br>Frost Diver. Ranged Magic Attack: +11 to hit, Range 60ft., Up to two targets. Hit: 25 (4d8 +7) Cold damage, and the target must succeed a DC 18 Strength Check or become Restrained (escape DC 18).<br><br>Storm Gust (If Available) (Costs 2 Actions).<br><br>Heal (Recharge 5/6). Ktullanux regains 25 hit points.; Frigid Body. Each creature that ends its turn within 15ft of Ktullanux must succeed a DC 20 Constitution save or suffer 1 level of Frost Bite. Each level of Frost Bite causes a -1 Penalty to all skill checks for 1 hour.
Dullahan; Medium Construct; Evil; 18; ; 55; ; 30ft; 19; 15; 12; 8; 14; 4; ; Stealth +4; ; Poison, Necrotic, Psychic; Prone, Charm, Frightened, Sleep, Polymorph; ; Abyssal; 4; 1,100; ; Multiattack. Dullahan makes 1 Bite attack and 1 armor break attack.<br><br>Bite. Melee Weapon Attack: +5 to hit, reach 5ft., one target. Hit: 14 (2d10 +3) piercing damage.<br><br>Armor Break. Melee Weapon Attack: +5 to hit, reach 5ft., one target. Hit: 12 (1d12 +6) Slashing damage and the targets armor gains a permanent -1 to AC.<br><br>; ; False Appearance. While motionless, Dullahan is indistinguishable from an ordinary set of armor.<br><br>
Mutant Dragonoid; Medium Monstrosity; Evil; 16; ; 54; ; 20ft, Fly 10ft; 18; 14; 17; 14; 13; 12; Wisdom +3; Passive Perception 14; Fire; ; ; Darkvision 60ft; Common, Draconic; 3; 800; ; Fireball. Ranged Magic Attack: +5 to hit, Reach 45ft., one target. Hit: 15 (3d6 +4) Fire damage.<br><br>Fire Breathe (recharge 5/6). Mutant Dragonoid breathes fire in a 60ft cone in front of him. Each creature in the blast must make a DC 15 dexterity saving throw, taking 20 (2d10 +9) fire damage on a failed save, or half as much on a successful one.; ; 
Eddga; Large Beast; Neutral; 17; Natural; 87; 6d10 +44; 45ft; 18; 14; 16; 11; 18; 8; Wisdom +2, Constitution +2; Perception +4, Stealth +4; Fire; ; ; Darkvision 60ft; Common; 5; 2,300; ; Multiattack. Eddga Makes either 2 Claw Attacks, or 1 Claw Attack and 1 Bite attack.<br><br>Claw. Melee Weapon attack: +6 to hit, reach 5ft., one target. Hit: 7 (1d6 +3) Slashing damage and 5 (1d4 +2) Fire damage.<br><br>Bite. Melee Weapon Attack: +5 to hit, reach 5ft., one target. Hit: 10 (2d6 +3) Piercing damage.<br>; Eddga can take 3 Legendary actions, choosing from the options below. Only 1 Legendary action can be used at a time, and only at the end of another creature's turn. Eddga regains spent Legendary Actions at the start of its turn.<br><br>Glare. Edgga Stares down a target it can see. The target must succeed a DC 14 Wisdom Saving throw or become frightened for one round.<br><br>Claw.<br><br>Pounce (recharge 5/6). Eddga moves up to his speed and makes 2 claw attacks.; Deep Wounds. Attacks made by eddga penetrate the thickest of armor. Each time Eddga hits a creature with an attack, it must succeed a DC 15 constitution saving throw or suffer 1d6 additional bleeding damage.
Vesper; Huge Construct; Good; 19; Natural; 444; 40D10 +244; 30ft; 29; 19; 24; 20; 22; 18; Wisdom +4, Constitution +3; Perception +4, Bluff +7, Diplomacy +5; Magical; Necrotic, Poison; Charm, Poison; ; Common; 21; 27,000; ; Multiattack. Vesper Makes 2 Punch and 1 Shoulder Check Attack.<br><br>Punch. Melee Weapon attack: +11 to hit, range 10ft., one target. Hit: 22 (2D12 +9) Bludgeoning Damage and the target gains a Marker.<br><br>Shoulder Check. Melee Weapon Attack: +11 to hit, range 5ft., one target. Hit: 20 (2d10 +9) Bludgeoning damage. Vesper can disengage and move 10ft before or after making this attack.<br><br>Earthquake (recharge 5/6). Vesper stomps the ground and releases a powerful shockwave. all creatures within 30ft of Vesper must succeed a DC 20 Acrobatics saving throw or become stunned for 1 round and prone.; Vesper can take 3 Legendary actions, choosing from the options below. Only 1 Legendary action can be used at a time, and only at the end of another creature's turn. Vesper regains spent Legendary Actions at the start of its turn.<br><br>Earthquake (if Available).<br><br>Charger. Vesper can move up to his speed and make a shoulder check action.<br><br>Meteor Storm (costs 2 Actions) (recharge 6). Vesper tears open the fabric of reality and open a portal to a cosmic realm as meteors start to pour through. 2d6 meteors randomly hit all creatures vesper can see (including itself). All targeted creatures must make a DC 19 Athletics check, suffering 30 (4d10 +8) Fire damage and getting stunned for 1 round on a failed save, and half as much and no stun on a successful one.<br><br>; Magic Resistance. Vesper has advantage on all saving throws made against magic spells and effects.<br><br>Loud. Vesper cannot make checks to hide.<br><br>Locked On. Vesper gains +1 to Hit and +2 to damage rolls against creatures per marker they have.
Moonlight Flower; Medium Hummanoid; Evil; 15; Natural; 229; 20D10 + 119; 45 ft; 19; 14; 17; 13; 18; 14; Wisdom +4, Constitution +3; Perception +4, Bluff +7, Diplomacy +5; Fire, Necrotic, Radiant; ; ; ; Common; 11; 12,000; ; Bell Slam. Melee weapon attack: +8 to hit, Reach 15ft., One target and each creature within 10ft of the initial target. Hit: 20 (2d12 +7) Bludgeoning damage, and the target must succeed a DC 16 Constitution saving throw or become stunned until the end of their next turn.<br><br>Land Protector (Recharge 6). Moonlight Flower blesses a 60ft square of land for 1 hour. Anything in the blessed space cannot be attacked or effected by magic or skills that affect an area.<br><br>Full Strip (recharge 5/6). Ranged Magic Attack: +8 to hit, range 30ft., one target. Hit: All equipment is removed from the target and placed on the ground.<br><br><br><br><br>; Moonlight Flower can take 3 Legendary actions, choosing from the options below. Only 1 Legendary action can be used at a time, and only at the end of another creature's turn. Moonlight Flower regains spent Legendary Actions at the start of its turn.<br><br>Full Strip (if Available).<br><br>Teleport. Moonlight Flower can teleport up to 120ft away in an open space.<br><br>Fire Bolt. Ranged Magic Attack: +8 to hit, range 45ft., one target. Hit: 25 (4d6 +11) fire damage<br><br>Lightning Bolt. Ranged Magic Attack: +8 to hit, range 45ft., one target. Hit: 25 (4d6 +11) Lightning damage.<br><br>Summon Ninetails (recharge 5/6). Summon 3 Nine tails within 30ft of Moonlight Flower.<br><br>; Counter. Each time a creature within 5 ft of Moonlight Flower attacks, Moonlight Flower can make a Bell Slam attack as a reaction.<br><br>
Nine Tails; Medium Beast; Evil; 14; ; 34; ; 45ft; 12; 15; 11; 9; 14; 6; ; Passive Perception 15, Stealth +7, Perception +7; Fire; ; ; Darkvision 60ft; ; 3; 800; ; Bite. Melee Weapon attack: +5 to hit, range 5ft., one target. Hit 8 (2d4 +4) piercing damage and 6 (1d6 +3) fire damage.<br><br>; ; REACTION - If Moonlight Flower is the target of an attack or action, and Nine Tails is within its move distance to Moonlight Flower. it can move up to its speed and become the target for that attack or action instead.
Phreeoni; Large Monstrosity; Evil; 16; ; 185; ; 30 ft, Burrow 20 ft; 18; 16; 22; 17; 19; 15; Wisdom +3, Constitution +4; Passive Perception 15, Perception +2; Bludgeoning; ; Pertify; Tremorsense 120ft; ; 9; 5,000; ; Stone Curse. Ranged Magic Attack: hit +7, range 30ft., one target. Hit: Target becomes petrified for 1 minute or until it receives damage.<br><br>Lick. Melee Weapon attack: +7 to hit, range 10ft., one target. Hit: 25 (2d8 +16) Bludgeoning damage an the target must succeed a DC 15 constitution saving throw or suffer 1 level of exhaustion.<br><br>; Phreeoni can take 3 Legendary Actions, choosing from the options below. Only one Legendary actions can be used at a time, and only at the end of another creatures turn. Phreeoni regains spent Legendary actions at the start of his turn.<br><br>Lick.<br><br>Stone Curse.<br><br>Sandstorm (Costs 2 Actions). Phreeoni Whips up a powerful gust, causing sand to be blown into the air around itself. Until the end of its next turn, all creatures within 30ft of have obscured vision, and creatures outside the sandstorm cannot see into it.; Counter. Whenever a creature within 10 ft of Phreeoni makes an attack against it, Phreeoni can use a reaction to use a Lick Action.
Chimera; Large Monstrosity; Evil; 17; ; 178; ; 45 ft; 20; 16; 19; 14; 18; 11; Wisdom +3, Constitution +4; Passive Perception 15, Perception +2; Slashing, Piercing; Poison, Necrotic; Pertify; ; ; 8; 4,500; ; Multiattack. Chimera makes 5 Poison Bite attacks.<br><br>Poison Bite. Melee Weapon Attack: +7 to hit, range 5ft., one target. Hit: 8 (1d8 +4) Poison damage and the target must succeed a DC 15 Constitution saving throw or become poisoned.<br><br>Hammer Arms. Melee Weapon Attack: +7 to hit, range 10ft., one target and each creature within 5ft of the initial target. Hit: 25 (2d10 +14) Bludgeoning Damage.<br><br>Earth Shatter. Ranged Magic Attack: +8 to hit, range 45ft., one target. Hit: 30 (3d10 +13) Thunder damage and the target is knocked prone.<br><br><br>; Chimera can take 3 Legendary Actions, choosing from the options below. Only one Legendary actions can be used at a time, and only at the end of another creatures turn. Chimera regains spent Legendary actions at the start of his turn.<br><br>Howl (Costs 2 Actions). The Chimera lets out a loud roar. All creatures that can hear it must succeed a DC 15 Constitution saving throw or become deafened and stunned until the end of their next turn.<br><br>Shift. The Chimera uses the disengage action and moves up to its speed.<br><br>Detect. The Chimera makes a Wisdom (perception) Check.<br><br>; Counter. Chimera may use its multiattack against creatures that end their turn within 5ft of the Chimera.<br><br>Multiple Eyes. Creatures within 10ft of Chimera do not gain advantage on attacks.
Drake; Medium Undead; Evil; 16; ; 253; ; 25ft; 14; 15; 12; 14; 15; 12; Constitution +8; Passive Perception 13, Perception +3; Piercing; Poison; Poisoned; ; Common, Abyssal; 13; 14,000; ; Multiattack. Drake makes 2 Slash and 1 Pistol attack.<br><br>Pistol. Ranged Weapon Attack: +10 to hit, range 30ft., one target. Hit: 25 (3d10 +9) Piercing damage.<br><br>Slash. Melee Weapon Attack: +10 to hit, range 5ft., one target. Hit 25 (3d8 +11) Slashing damage.<br><br>Agility Down. Ranged Magic Attack: +10 to hit, range 30ft., one target. Hit: The target becomes cursed for 1 hour. While cursed the target can only make 1 action and is slowed.<br><br>; Drake can take 3 Legendary Actions from the options shown below. Only one Legendary Action can be used at a time, and only at the end of another creature's turn. Drake regains Legendary Actions at the start of its turn.<br><br>Waterball (recharge 5/6). Drake summons 2d6 Sphere of compact water. Each waterball attacks an enemy at random. Creatures targeted by the water balls must make a DC 17 Athletics Check, suffering 10 (2d6 +3) Cold damage on a failed saving throw, or half as much on a successful one per waterball.<br><br>Break Armor (Costs 2 actions). Melee Weapon attack: +11 to hit, reach 5ft., one target. Hit: the targets armor grants a permanent -2 to AC.<br><br>Deathly Visage. Drake Stares down one creature he can see. The creature must succeed a DC 16 Wisdom saving throw or become frightened until the end of its next turn.<br>; Undead Fortitude. When Drake's hit points drop to 0, it makes a Constitution saving throw with a DC equal to 5 + the damage done to it, on a success Drake remains at 1 hit point.<br><br>
Gryphon; Large Beast; Neutral; 16; ; 149; ; 30ft, Fly 60ft; 18; 13; 15; 11; 15; 9; Wisdom +3, Dexterity +3; Passive Perception 13, Perception +3; Lightning, Thunder; ; ; Darkvision 60ft; ; 7; 6,000; ; Multiattack. Gryphon makes 2 claw attacks.<br><br>Claw. Melee weapon attack: +6 to hit, range 5ft., one target. Hit: 13 (2d6 +8) slashing damage.<br><br>Dive. The Gryphon dives out of the air and attempts to pickup a medium or smaller creature with its claws. the creature must succeed a DC 15 Dexterity saving throw or become grappled (Escape DC 16).<br><br>Lightning Breathe (recharge 5/6). The Gryphon breathes bolts of lightning in a 45ft cone. Creatures in the blast must make a DC 15 Dexterity saving throw, suffering 30 (3d10 +12) Lightning damage and becoming deafened and blinded until the end of their next turn on a failed save, and half as much and no conditions on a successful one.; Gryphon can take 3 Legendary Actions from the options shown below. Only one Legendary Action can be used at a time, and only at the end of another creature's turn. Gryphon regains Legendary Actions at the start of its turn.<br><br>Fly-by Attack (Costs 2 Actions). The gryphon flies up to its speed and can move through occupied spaces during this move. Any creature the Gryphon moves through must succeed a DC 16 Dexterity saving throw or suffer 11 (2d6 +4) Slashing damage and be knocked prone.<br><br>Multiattack.<br><br>Detect. The Gryphon makes a Wisdom (perception) check.<br>; Hungry. Gryphons will disengage to eat if food is available.<br><br>Keen senses. Gryphons gain advantage on Perception checks that rely on smell or sight.
Ifrit; Huge Elemental; Evil; 17; ; 444; ; 45ft, fly 45 ft; 24; 19; 22; 15; 19; 15; Wisdom +3, Dexterity +3, Constitution +4; Passive Perception 17, Perception +3; Lightning, Non-magical; Fire, Poison, Necrotic; Prone, Blind; ; Abyssal, Common; 22; 22,000; ; Multiattack. Ifrit makes 2 Fireball and 1 Magma Arm attacks.<br><br>Fireball. Ranged Magic Attack: +12 to hit, Range 45ft., one target. Hit: 30 (3d10 +13) Fire damage.<br><br>Magma Arm. Melee Magic Attack: +12 to hit, range 15ft., one target. Hit: 26 (3d12 +6) Bludgeoning Damage and 10 (2d6 +3) Fire damage.<br><br>Earthquake (recharge 6). Ifrit causes the ground to rumble and shake. All creatures within 30ft of Ifrit must succeed a DC 22 Dexterity saving throw or be knocked prone.<br><br>Meteor Storm (recharge 6). Ifrit opens up a tear in the fabric of reality, opening a portal to a cosmic realm as meteors start to pour from it. 2d8 Meteors attack all creatures Ifrit can see (including itself) at random. Each targeted creature must make a DC 21 Athletics check, suffering 15 (2d8 +6) fire damage on a failed saved, and half as much on a successful one per meteor.<br><br>Fire Breathe (recharge 5/6). Ifrit Exhales a cloud of fire in a 60ft cone. all creatures in the blast must make a DC 22 Dexterity saving throw, suffering 70 (10D10 +15) Fire damage on a failed save, and half as much on a successful one.; Ifrit can take 3 Legendary Actions from the options shown below. Only one Legendary Action can be used at a time, and only at the end of another creature's turn. Ifrit regains Legendary Actions at the start of its turn.<br><br>Teleport. Ifrit Teleports up to 120ft away in an open space.<br><br>Full Strip (costs 2 Actions). Ranged Magic Attack: +11 to hit, range 30ft., one target. Hit: All equipped items are dropped.<br><br>Meteor Storm (If Available).<br><br>Earthquake (If available).; Formless. Ifrit can occupy the same space as another creature and vise versa. Ifrit can also move through spaces as small as 1 inch in diameter<br><br>Extreme Heat. Each creature that ends its turn within 30ft of Ifrit must succeed a DC 21 Constitution save or suffer 1 Level of exhaustion.
Dark Illusion; Large Undead; Evil; 15; ; 164; ; 45ft, fly 45 ft; 14; 14; 19; 20; 19; 17; Wisdom +3, Dexterity +3, Constitution +4, Intelligence +3; Passive Perception 13, Perception +3, Bluff +5, Intimidate +6; Necrotic; Poison; ; ; Abyssal, Common; 10; 9,000; ; Mind Break. Ranged Magic Attack: +7 to hit, range 60ft., one target. Hit: 22 (2d10 +11) Psychic damage and the target must succeed a DC 16 Intelligence saving throw or become Frightened until the end of its next turn.<br><br>Push. Dark Illusion releases a powerful shockwave. Each creature within 10ft of Dark Illusion must succeed a DC 16 Constitution saving throw or suffer 20 (2d12 +7) Force Damage and be knocked back 15ft.<br><br>; Dark Illusion can use 2 Legendary Actions. Only one legendary action can be used at a time, and only at the end of another creature's turn. Dark illusion regains spent Legendary actions at the start of its turn.<br><br>Fear (recharge 6). Each creature that can see Dark Illusion must succeed a DC 15 Wisdom check or become Frightened.<br><br>Teleport. Dark illusion may teleport up to 120ft away in an open space.<br><br>; Counter. Dark Illusion can use a Reaction to use the Mind Break action against any creature that ends its turn within 5ft of Dark illusion.
